biblionumber	kept_shelf	full_title	author	abstract	publications_data	content	subject1	subject2	subject3	other_authors	book_url
172219	3	تنظيم القاعدة : الرؤية الجيوسياسية و الاستراتيجية و البنية الاجتماعية /	الشيشاني، مراد بطل	الملخص :  ¦ يعد تنظيم القاعدة: الواجهة الأبرز للتيار السلفي الجهادي: من أبرز "الأطراف غير المنتمية للدولة" التي مارست العنف السياسي منذ مطلع الألفية الجديدة. ويصوَّر هذا التنظيم/ التيار بأنه مجرد مجموعة من المتطرفين الأغرار: ولكن أدبياته وسلوكه يؤكدان أنه يعبر عن رؤية جيوسياسية واستراتيجية تعد من صميم بنيته الفكرية والحركية.  يحلل هذا الكتاب نشاط التيار السلفي الجهادي: وتنظيم القاعدة بالضرورة: في مناطق مختلفة من العالم: وهي مناطق تحتوي على مزايا استراتيجية وجيوسياسية نسبية: وتلعب دوراً أساسياً في السياسات الدولية على المستويين السياسي والاقتصادي. وتشمل هذه المناطق شبه الجزيرة العربية: وبلاد الشام والرافدين: وأفريقيا: ومنطقة جنوب غربي آسيا: وآسيا الوسطى والقوقاز: والغرب.  كما أن الكتاب يسعى للإجابة عن تساؤل يرتبط بآليات التجنيد التي يتبعها التيار: وذلك من خلال تحليل البنية الاجتماعية لأعضاء التيار في المناطق المختلفة محل الدراسة. ويركز الكتاب في كل حالات الدراسة التي يقدمها على رصد أدبيات التيار نفسه وتحليلها: وعلى استقصاء أبرز القادة المؤثرين فكرياً وحركياً في التيار. وينشد الكتاب أخيراً استشراف التحولات التي قد تمس وجود التيار/ التنظيم وانتشاره نتيجة لعوامل مستجدة: ومن أهمها مقتل زعيمه أسامة بن لادن: وبروز الحراك الشعبي في العالم العربي المسمى "الربيع العربي".							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172219
172218	3	الخدمات المصرفية في امارات الساحل المتصالح : 1945-1971 /	القايدي، عائشة سعيد	الملخص :  ¦ تتناول هذه الدراسة جانباً من جوانب الحياة الاقتصادية في المنطقة التي كانت تسمى تاريخياً "الساحل المتصالح" (دولة الإمارات العربية المتحدة حالياً): من خلال رصد نشوء الخدمات المصرفية الحديثة التي أخذت تقدمها المصارف الأجنبية إلى أن نشأت المصارف المحلية ودخلت ميدان المنافسة معها. وقد تم تحديد النطاق الزمني للدراسة ليبدأ من عام 1945: وهو العام الذي بدأت فيه أولى المراسلات بين الجهات المعنية من أجل فتح فرع لأحد المصارف الأجنبية في دبي: وينتهي في عام 1971: وهو العام الذي شهد استقلال المنطقة عن البريطانيين وقيام دولة الإمارات العربية المتحدة.  وتسلط الدراسة الضوء على التطور التاريخي للخدمات المصرفية المقدمة من قبل المصارف الأجنبية: منذ بداية وجودها في منطقة الساحل المتصالح: والمنافسة فيما بينها في فتح فروع لها في المنطقة: وبعد ذلك ظهور المصارف الوطنية: ورد فعل السلطة البريطانية على تأسيسها: ثم ظهور المنافسة بين المصارف الأجنبية والمحلية: وأثرهما في تقدم الخدمات المصرفية.  وتأتي هذه الدراسة استمراراً لإصدارات المركز التي تنقِّب في تاريخ دولة الإمارات العربية المتحدة: وتسعى لاستكشافه ودراسته في مختلف جوانبه: بالاعتماد على الوثائق والسجلات التاريخية.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172218
172217	3	الأمن أولاَ ..قبل الندم ! : مفارقات التعايش مع "القنبلة" /	كريبون، مايكل								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172217
172216	3	حرب الفضاء الالكتروني : التهديد التالي للأمن القومي و كيفية التعامل معه/	كلارك، ريتشارد	الملخص : ¦ في السنوات الأخيرة أخذت دول عدة في العالم تركز على تطوير قدرات حرب الفضاء الإلكتروني: وإضافة إلى الولايات المتحدة الأمريكية التي تعد الأكثر تقدماً في هذا الحقل الجديد من الحرب: توجد دول أخرى لديها وحدات ماهرة لحرب الفضاء الإلكتروني: مثل روسيا والصين. وهناك ما بين عشرين وثلاثين جيشاً في العالم لديه قدرات يعتد بها في مجال حرب الفضاء الإلكتروني.  تركز حرب الفضاء الإلكتروني على استخدام تقنيات المعلومات والإنترنت كسلاح للحرب: وهذا النوع الجديد من الحرب ليس لعبة أو شطحة من شطحات الخيال: فمعظم الحروب الفعلية التقليدية في المستقبل ستصاحبها حروب فضاء إلكتروني: بل ستكون هناك حروب فضاء إلكتروني أخرى قائمة بذاتها: وإن امتلاك قدرات الحرب الفضاء الإلكتروني يمكن أن يغير ميزان القوى العسكرية العالمية؛ لذا يقدّم هذا الكتاب تحليلاً عاماً لاستراتيجية حرب الفضاء الإلكتروني؛ ساعياً لفهم ماهيّة حرب الفضاء الإلكتروني: وتعلّم كيف تدور ولماذا تدور: وفحص مخاطرها: وكيفية السيطرة عليها.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172216
172215	3	طريق الحرير النووي : توطين صناعة تكنولوجيا الطاقة النووية في كوريا الجنوبية /	بيونغ-كو، كيم	الملخص : ¦ هذا الكتاب موجَّه إلى القُراء الذي يرغبون في معرفة قصة نجاح كوريا الجنوبية في مضمار الصناعة النووية: ولاسيما بعد حصول الكونسورتيوم الكوري الجنوبي في عام 2009 على عقد لبناء أربع محطات للطاقة النووية في دولة الإمارات العربية المتحدة. ويبدو أن التاريخ يعيد نفسه؛ فعبر هذا العقد الكوري-الإماراتي تنتقل التكنولوجيات الحديثة على طريق الحرير العابر للحضارات.  تجسّد كوريا الجنوبية مثالاً ساطعاً لكيفية تضافر قوة التكنولوجيا وخيال القيادة لتحقيق التنمية المستدامة باستخدام الطاقة النووية؛ لتلبية الاحتياجات المحلية للكهرباء أولاً: ثم دخول أسواق التصدير ثانياً. ومع ظهور أول مشروع تصدير نووي بطريقة تسليم المفتاح من كوريا: يمكن للمجتمع الدولي أن يتعلَّم من تفاني كوريا الجنوبية وجدِّيتها في العمل. فالمؤسسات النووية الكورية لم تكن معروفة للعالم: إلا أنها نجحت بطريقة ما في وضع اسمها على الخريطة لأول مرة: وكان ذلك يبدو مستبعداً: إن لم يكن مستحيلاً: قبل 25 عاماً فقط.  وما حققه الكوريون في مضمار الصناعة النووية ليس معجزة: بل هو نتاج للكثير من العرق والدموع: وما لا يحصى من الآلام المبرحة: والخلافات الداخلية المريرة؛ وهو أيضاً ثمرة للموارد البشرية المتفانية والكفؤة: والدعم المتواصل من أعلى الهرم الحكومي.  يقدّم كيم بيونغ-كو نظرة من الداخل لعملية توطين تكنولوجيا الطاقة النووية في كوريا الجنوبية في ثمانينيات القرن العشرين: ويكشف ما يمكن أن تنجزه دولة فقيرة نامية عندما تصرّ على التفوُّق: وتحشد قواها لتحقيقه.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172215
172214	3	سادة المال : المصرفيون الذين سببوا إفلاس العالم/	أحمد، لياقت	الملخص : ¦ يسلط الكتاب الضوء على أشخـاص غيّرت أعمالهم مسار الأحـداث في القرن العـشرين: وهم رؤساء البنوك المركزية: في كل من: بريطانيا وفرنسا وألمانيا والولايات المتحدة الأمريكية؛ فبعد الحرب العالمية الأولى: حاول هؤلاء إعادة بناء النظام المالي في العالم: وبرغم كل ما كان بينهم من اختلافات: فقد جمع بينهم خوف مشترك من أن أعظم خطـر يتهـدد الرأسمالية هو التضخـم: ورؤية مشتركة بـأن الحـل كان يكمـن في إعـادة عقارب الساعة إلى الـوراء: وإعادة العالم مـرة أخرى إلى العمل بقاعدة ±غطـاء» الذهب.  في البداية: ظهر أنهم نجحوا في هذا الأمر؛ فقد استقرت أسعار العملات: وبدأت رؤوس الأموال تتدفق بحرية في العالم: ولكنْ: تحت غطاء الرخاء: بدأت التصدعات تظهر في النظام المالي؛ فـقاعـدة الـذهب التـي اعتـقد الجميع: بأنها ستشـكل مظـلة للاستـقرار: أثبـتت أنها ليست سوى قمـيص حـديدي مـقيِّد للـحركة؛ وهـكذا: بدأ الاقتصاد العالمي هذا الانهيار المروع الذي عرف بـ ±الكساد العظيم».  وهذا الكتاب: بتقديمه فهماً جديداً للطبيعة الشاملة التي تميز الأزمات المالية: يُعد تذكيراً قوياً بالتأثير الهائل الذي تُحدثه قرارات مسؤولي البنوك المركزية: وبأنها قرارات قد تخطئ: وقد تجر عواقب وخيمة على البشر.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172214
172213	3	السياسة و السلطة /	كيد، ووارين	الملخص  ¦ تتحكم المؤسسات السياسية في أسلوب حياتنا: ولديها القدرة على اتخاذ القرارات بالنيابة عن كل أفراد المجتمع: ولكن ما القضايا السياسية المهمة بالنسبة إلى دراسة علم الاجتماع؟ ولماذا؟ هل نحتاج حقاً إلى فهم السياسة؛ كي نفهم المجتمع حق الفهم؟ وهل يستطيع أفراد المجتمع التأثير في عملية التحول السياسي؟.  وهذا الكتاب: يمنح قراءه مدخلاً واضحاً إلى الأفكار والموضوعات والمناقشات الرئيسية المتعلقة بعلم الاجتماع السياسي. ويقوم الكتاب بدمج الشرح المبسط والتحليل المتعمق معاً؛ لمناقشة نظريات علماء الاجتماع القدامى والمعاصرين: ويبين كيفية تطورها وإعادة تفسيرها وتقويمها؛ تبعاً للتحولات الجارية في المجتمع. كما يقوم الكتاب بوجه خاص: بالتعريف والمناقشة والتقويم المقصود بالسلطة: وتقويم المشهد السياسي المعاصر وأيديولوجيات الأحزاب السياسية المختلفة: ودراسة أنماط التصويت: وطرح تساؤلات حول علاقة ذلك بالمجتمع: ودراسة قضايا العولمة والتأميم: ومدى تأثيرهما في صوغ المجتمعات المعاصرة. ويرى الكتاب القضايا السياسية جوهرية بالنسبة إلى علم الاجتماع؛ فلا جدوى لأي مناقشة حول هذا العلم ونظرياته: من دون وضع القضايا ذات الطبيعة السياسية في الحسبان.  ويحفل الكتاب: بمجموعة مختلفة من المهمات والنشاطات وأسئلة التدريب على الاختبارات التي تشجع الطلاب على لعب دور فعال في عملية التعلم. ويعد هذا الكتاب: الذي يفرغ لمهارات التفكير التحليلي وتطوير المعرفة: نقطة انطلاق مثالية للطلاب الدارسين للسلطة والسياسة في المجتمع.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172213
172212	3	المساعدات المميتة : لماذا تهدر المساعدات الدولية بلا طائل و ما هو الطريق الأفضل لتنمية أفريقيا ؟/	مويو، دامبيسا	الملخص :  ¦ خلال الأعوام الخمسين الماضية: تم إرسال مساعدات بقيمة تفوق تريليون دولار من الدول الغنية إلى أفريقيا لتمويل برامج التنمية. فهل استطاعت هذه المساعدات تحسين مستوى معيشة الأفارقة؟ كــلا. في الواقع: لم يصبح الذين تلقوا تلك المساعدات في مختلف أنحاء القارة السمراء أفضل حالاً: بل تردّت أوضاعهم إلى أسوأ مما كانت عليه بكثير.  تصف مؤلفة الكتاب أوضاع سياسة التنمية في أفريقيا. وبدون تردد: تعرّي واحدة من أكبر الخرافات في عصرنا وهي: أن مليارات الدولارات التي ترسلها الدول الغنية إلى الدول النامية في أفريقيا كمساعدات ساهمت في تخفيف الفقر وتعزيز النمو. في الحقيقة: تستمر مستويات الفقر في التصاعد: كما تواصل معدلات النمو التدهور باطراد: ولا يزال ملايين الأفارقة يعانون الفاقة. وتعرض المؤلفة مقارنة صارخة بين الدول الأفريقية التي رفضت المساعدات وازدهرت بجهودها الذاتية: والدول الأخرى التي أصبحت مدمنة على المساعدات وشهدت زيادة في الفقر. وتوضح كيف أن الاعتماد المفرط على المساعدات أوقع الدول النامية في فخ الاعتماد على المساعدات: والفساد: وعرقلة السوق بالتدخل الحكومي: ومزيد من الفقر: مما يجعل تلك الدول بـ "حاجة" إلى مزيد من المساعدات. وتقدم المؤلفة خريطة طريق جديدة وجريئة لتمويل برامج التنمية في الدول الأشد فقراً في العالم: تتضمن تحقيق نمو اقتصادي: وتراجع كبير في الفقر: دون الاعتماد على المساعدات الدولية.  يقدم الكتاب رؤية متفائلة: ويشكل تحدياً قوياً للافتراضات والمقولات السائدة التي تدعم سياسات التنمية المزيفة في أفريقيا. ويطلق الكتاب صرخة مدوية لتبني رؤية جديدة تحمل الأمل لمعالجة الفقر المدقع الذي يفتك بملايين البشر.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172212
172211	3	الدولة الوطنية و الاسلام في العالم العربي : نماذج مختارة /	الحاج، عبد الله جمعة								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172211
172210	3	مرتكزات التعليم المدرسي في دولة الامارات العربية المتحدة /									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172210
172209	3	استراتيجيات الاستدامة : متى يكون التوجه الأخضر مجزياً؟ /	اورساتو، ريناتو جيه	الملخص : ¦ منذ العقد الأخير في القرن العشرين: تنامت الدعوة إلى خفض آثار النشاط الإنساني على البيئة الطبيعية: وعلى وجه الخصوص تخفيض الأثر البيئي الكلي للنشاطات التجارية. وبحلول الألفية الجديدة: أخذت قضية التغير المناخي تصوَّر على أنها من أكثر القضايا إلحاحاً بالنسبة إلى الجنس البشري: ووضعت قضية "الاستدامة" في مركز الأجندة السياسية: الدولية والوطنية.  وغدت الاستدامة قضية ساخنة في حقل الأعمال التجارية. وبينما ذهب الأكاديميون ومناصرو البيئة إلى أن الاستدامة تجلب فوائد مادية على قطاع الأعمال: إلى جانب فوائدها العامة على الطبيعة والإنسان: كان أرباب الأعمال والمسؤولون التنفيذيون يشكّون في ما تعنيه الاستدامة بالنسبة إلى أعمالهم: وبما يمكنهم عمله في هذا الشأن.  هذا الكتاب يمثل تحليلاً شاملاً للتحديات التي تواجه قطاع الأعمال في استخدام الاستدامة كمصدر للميزة التنافسية أو لخلق فضاءات جديدة في السوق: من خلال استعراض وتقييم تجارب ناجحة وفاشلة في مجال الاستثمارات البيئية. واستراتيجيات الاستدامة تساعد في توضيح الفرص والمعوقات التي ينطوي عليها تخضير الأعمال. والكتاب ينطوي على فائدة قيِّمة للدارسين الذين يسعون نحو فهم أفضل لإدارة الاستدامة: وللمديرين الذين يريدون أن يتعرفوا إلى كيفية تطبيق مبادئ الأعمال التجارية على القضايا البيئية والاجتماعية حتى يزيدوا الميزة التنافسية الكلية لشركاتهم: وللدول التي تتجه نحو الاقتصاد الأخضر.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172209
172208	3	بناء الدولة : الخدمة العسكرية و دورها في تطوير الاقتصاد /	سينور، دان	الملخص : ¦ إن هذا الكتاب: يتحدث عن دور إسرائيل في إيجاد البيئة والظروف الواقعية التي تؤدي إلى انطلاق الأعمال ونجاحها: وخاصة تلك المتعلقة بالتنافس الحالي في العالم: والقائمة على إيجاد الشركات التي تدير الأعمال الخاصة بالتقنية وما يتعلق بها: وهي التي أضحت في الوقت الحالي أكثر الأعمال نجاحاً وأكثرها طلباً؛ بسبب ارتباط معظم مفاصل الحياة المعاصرة بها. ويتضح ذلك في كثير من الإجراءات والآليات التي أوجدتها إسرائيل في الداخل؛ لاستقطاب الأعمال والاستثمارات من الخارج. والكتاب مليء بقصص اللقاءات على المستويات كافة؛ لجلب كبار المستثمرين والصناعيين في العالم للاستثمار في إسرائيل: سواء في إنشاء صناعات جديدة أو الإسهام في صناعات قائمة. أو في وضع القوانين والآليات الحافزة لقيام الإسرائيليين أنفسهم بإنشاء الشركات: وبدء الأعمال ذات النوعية التي تستقطب الممولين والمستثمرين: والتي توفر الطلب عليها بصورة لا غنى عنها.   ولعل الجانب المهم من الكتاب: هو الآليات التي تعتمدها إسرائيل في تأهيل مواطنيها؛ ليكونوا قادرين على الريادة في الأعمال: ولديهم القدرة على الابتكار والإبداع والمنافسة في العالم: من خلال القانون الذي يشجعهم: ومن خلال إيجاد المنافسة الحادة بين الشبان: وخاصة بالتحاقهم بالجيش الذي يعدهم للنجاح في الحياة على المستويين الشخصي والمهني: ومن خلال إيجاد الصناديق التمويلية لبدء الأعمال واستقطابها: والقدرة الفائقة على التنظيم والتسويق: في عالم يتميز بالمنافسة الشديدة التي ينجح فيها صاحب القدرة الفعلية على الإبداع والتسويق.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172208
172207	3	الحرب في عصر المخاطر /	كوكر، كريستوفر	الملخص: ¦ لقد تغير تفكيرنا في الحروب: من حيث كيفية إدراكها وطريقة خوضها: بشكل كبير عبر الزمن. وعلى حين كان يُنظر إلى الحرب في الماضي على أنها تصارع إرادات: يبيِّن هذا الكتاب كيف تطورت الحرب لتصبح إدارة للمخاطر.   يبرز الكتاب الفوارق المتنامية بين الأمن الداخلي والأمن القومي في العصر الحديث: موضحاً أن الدفاع عن المواطن الآن بات تحدياً أكبر من الدفاع عن الدولة. ويقدِّم: من خلال كشف السمات والتعقيدات المتغيرة للصراع- من الحرب العالمية الأولى إلى مكافحة الإرهاب حالياً- عرضاً قوياً ومميزاً لتطور مفهوم الحرب في عصر محفوف بالمخاطر. ويطرح الكتاب رؤية واضحة لشكل الحرب في السنوات القادمة. فإذا أراد مؤرخو المستقبل أن يفهموا كيف تحولت الحروب بين الجيوش الحديثة إلى صراعات مجتمع المخاطر التي لا تنتهي: فعليهم قراءة هذا الكتاب.   هذا الكتاب الذي يمزج على نحو شائق وفريد ما بين العلوم السياسية والاجتماعية والفلسفة: يثير حواراً وجدلاً بين دارسي السياسة الدولية: فضلاً عن أنه يستحوذ على اهتمام أي شخص يرغب في فهم الحرب ومكانتها في المجتمع المعاصر. ولاسيما أن مؤلِّفه: كريستوفر كوكر: يوصف بأنه أحد أبرز المحللين الاستراتيجيين ومن أهم فلاسفة الحرب المعاصرين.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172207
172206	6	زايد : | من مدينة العين إلى رئاسة الاتحاد /	النعيمي، راشد عبد الله،	عندما تقرأ ملخص هذا الكتاب وما سبقه من الملخصات التي تسطر سيرة الراحل العظيم الشيخ زايد بن سلطان آل نهيان، تدرك أن الوحدة هو الذي بدأها، والرؤية هو الذي ابتكرها والخطط هو الذي رسمها. كان الشيخ زايد كما يقول ”راشد عبد الله النعيمي”، يؤمن بأن الاتحاد لابد أن يبدأ ولو بخطوة واحدة، وأن هذه الخطوة ستتبعها خطوات، بدأ اللقاء المستمر بين إخوته، وبحث معهم كل الموضوعات ، ووضع حلاً لكل مشكلة، وضحى من أجل القضاء على كل العقبات، فأصبح الاتحاد بين يوم وليلة حديث الناس في الخليج. مدخل عظمة الشيخ زايد هو تميزه كقائد قضى صباه وشبابه في الصحراء، وتسلم حكم البلاد بلا جهاز إداري ؛ فبادر إلى السبق والعمل بإبداع، مما حال بين الدولة الوليدة والوقوع في براثن الروتين الإداري. لقد أقام الشيخ زايد دولة من العدم، ولم تمض إلا سنوات معدودة، حتى جعل علم دولته يرفرف فوق المنظمات الدولية وسفارات الإمارات في كل القارات.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172206
172174	6	أبو ظبي و اللؤلؤ : قصة لها تاريخ/									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172174
172169	3	حكمة الأجداد في تراث مجتمع الإمارات : | دراسة سوسيولوجية في الأمثال الشعبية /	الخليل، احمد محمود								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172169
172167	3	آثار من الامارات العربية المتحدة /									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172167
172165	6	السلوك التصويتي لدولة الإمارات العربية المتحدة تجاه قضايا البيئة و التنمية في الجمعية العامة للأمم المتحدة 1990 -2007/	الظنحاني، سالم الخديم								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172165
172164	6	جذور التآمر ضد الإمارات : | قراءة و تحليل لنماذج مبكرة من الخطاب الإعلامي لتنظيم الإخوان المسلمين في الإمارات	حميد، سالم								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172164
172134	6	هويتنا الاعلامية : | من صحيفة الفريج الى الصحافة العالمية /	حسن، علياء،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172134
172133	6	موسوعة الإمارات الميسرة /	الشرقاوي، أحمد								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172133
172120	6	جذور التآمر ضد الإمارات : | قراءة و تحليل لنماذج مبكرة من الخطاب الإعلامي لتنظيم الإخوان المسلمين في الإمارات									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172120
172098	6	حضرة صاحب السمو الشيخ زايد بن سلطان آل نهيان المفدي رئيس دولة الإمارات العربية المتحدة و حاكم إمارة أبو ظبي : | معجزة على الخليج : دراسة عن اقتصاد دولة الامارات العربية المتحدة /	أبو ديه، فهمي أحمد								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172098
172097	3	خليفة بن زايد : | هكذا يكون العطاء									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=172097
171996	6	شرح قانون العقوبات الاتحادي لدولة الامارات العربية المتحدة وفقاً لاخر التعديلات التشريعية و احكام القضاء : القسم الخاص /	قوراري، فتيحة محمد								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171996
171995	6	المبادئ العامة في القانون الدستوري في دولة الامارات العربية المتحدة  /	محمود، احمد شوقي								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171995
171768	6	مسيرة المجد									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171768
171766	6	الامارات حكاية وطن									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171766
171645	6	التحقيق الابتدائي : | في قانون الاجراءات الجزائية الاماراتي و قانون الاجراءات الجنائية المصري /	البحر، ممدوح خليل								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171645
171644	6	اختصاصات مأمور الضبط القضائي في القانون الاماراتي و المقارن /	البحر، ممدوح خليل								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171644
171638	6	المشاركة السياسية للمرأة في دولة الامارات العربية المتحدة : | العهد الجديد للمرأة الاماراتية /	الغفلي، حمدان محمد سيف								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171638
171621	6	الرقابة البرلمانية على أعمال السلطة التنفيذية في دولة الامارات العربية المتحدة : | دراسة مقارنة /	النقبي، خالد عبد الله عبد الرزاق								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171621
171594	6	مبادئ قانون المعاملات التجارية لدولة الامارات العربية المتحدة : | الأعمال التجارية: التجار: المتجر /	البنداري، مصطفى								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171594
171591	6	قواعد المرافعات في دولة الامارات العربية المتحدة : | دراسة تحليلية و تطبيقية لقانون الاجراءات المدنية و التجارية الاتحادي رقم 11 لسنة 1992 معدلا بالقانون رقم 30 لسنة 2005 /	محمود، أحمد صدقي								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171591
171590	6	عقود التجارة الالكترونية في القانون الاتحادي الاماراتي رقم 1 لسنة 2006 بشأن المعاملات و التجارة الالكترونية /	إبراهيم، خالد ممدوح								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171590
171588	6	عقد الايجار في قانون المعاملات المدنية الاماراتي و القوانين المحلية للامارات /	اللهيبي، صالح أحمد								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171588
171587	6	شرح قانون المعاملات المدنية : | آثار الحق و انقضاؤه : ¦ دراسة في الأحكام العامة: وسائل التنفيذ: التصرفات المشروطة بالتعليق و الأجل: تعدد محل و طرفي التصرف: انتقال الحق و انقضاؤه /	الزهيري، عبد الحميد نجاشي								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171587
171586	6	شرح أحكام الاثبات في المعاملات المدنية و التجارية : | في ضوء قانون الاثبات الاماراتي /	عبيدات، يوسف								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171586
171580	6	الوظيفة العامة في دولة الامارات العربية المتحدة /	شحادة، موسى مصطفى								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171580
171579	6	الوجيز في التنفيذ الجبري في دولة الامارات العربية المتحدة : | وفقا لقانون الاجراءات المدنية الاتحادي رقم 11 لسنة 1992 المعدل بالقانون رقم 30 لسنة 2005 /	مبارك، عبد التواب								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171579
171577	6	القانون الاداري في دولة الامارات العربية المتحدة : | دراسة مقارنة /	شحادة، موسى مصطفى								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171577
171575	6	الدعوى الجزائية و الاجراءات السابقة عليها في قانون الاجراءات الجزائية لدولة الامارات العربية المتحدة : | معلقا عليها في ضوء أحدث أحكام المحكمة الاتحادية العليا و محكمة تمييز دبي /	مصطفى، خالد حامد								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171575
171571	6	الأوراق التجارية في قانون دولة الامارات العربية المتحدة : | شرح لأحكام الأوراق التجارية في قانون المعاملات التجارية رقم 18 لسنة 1993 /	سامي، فوزي محمد								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171571
171422	6	توظيف اشكالية الذات: الآخر في النص المسرحي الاماراتي : | د. سلطان بن محمد القاسمي أنموذجا /	رحو، بهجت درسون								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171422
171020	3	التاريخ الطبيعي لدولة الإمارات العربية المتحدة /									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171020
171019	6	البيئة البحرية و الموارد الطبيعية في إمارة أبوظبي/									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171019
171018	3	البيئة البرية في إمارة أبو ظبي /									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171018
171007	6	الدليل الشامل للنباتات البرية المزهرة في دولة الامارات العربية المتحدة /									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=171007
170660	6	السياسة الخارجية لدولة الامارات العربية المتحدة /	وهيب، شاكر محمود								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=170660
170641	6	الإمارات العربية المتحدة : | شعب، تاريخ، اقتصاد، حضارة /	اسبيتان، سمير ذياب،	يتناول كتاب (الإمارات : شعب تاريخ اقتصاد حضارة) والذي قام بتأليفه (سمير ذياب سبيتان) في حوالي (216) صفحة من القطع المتوسط موضوع (تاريخ الإمارات) مستعرضا المحتويات التالية : المقدمة، الباب الأول : الإمارات عبر التاريخ الإنساني، الباب الثاني : الجغرافيا والمناخ لدولة الإمارات الباب الثالث : الثروات الطبيعية والنفط، الباب الرابع : الصناعة والزراعة والتعاملات المالية، الباب الخامس : مجتمع الإمارات، الباب السادس : الصحافة والإعلام الإماراتي ... إلخ.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=170641
170457	6	الرعاية اللاحقة للمفرج عنهم كتدبير وقائي /	الجابري، إيمان محمد علي								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=170457
170436	6	تحليل وضع الأطفال في دولة الامارات العربية المتحدة 2010 /									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=170436
170432	6	المسئولية الجنائية في جرائم الدعارة : | دراسة مقارنة : في القانون المصري و قانون دولة الإمارات و القانون الفرنسي والشريعة الإسلامية /	محمد، فايزة فوزي.								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=170432
